Item name: Decay_4

Real time: 3058.04
Live time: 2726.56

Comment: 


Chan	Data
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	1
100	0
101	2
102	1
103	2
104	5
105	13
106	22
107	29
108	21
109	22
110	27
111	15
112	19
113	21
114	14
115	23
116	24
117	20
118	23
119	23
120	21
121	23
122	22
123	17
124	19
125	16
126	16
127	15
128	15
129	23
130	12
131	18
132	19
133	20
134	21
135	19
136	22
137	21
138	12
139	27
140	22
141	23
142	21
143	21
144	20
145	14
146	28
147	20
148	18
149	19
150	24
151	15
152	18
153	25
154	21
155	14
156	17
157	21
158	23
159	24
160	26
161	24
162	20
163	17
164	18
165	30
166	23
167	22
168	22
169	23
170	18
171	30
172	24
173	20
174	15
175	15
176	16
177	14
178	19
179	17
180	21
181	21
182	19
183	16
184	20
185	18
186	17
187	12
188	25
189	15
190	21
191	16
192	22
193	31
194	17
195	21
196	17
197	24
198	31
199	22
200	17
201	16
202	25
203	24
204	11
205	16
206	20
207	16
208	14
209	11
210	15
211	16
212	24
213	19
214	18
215	20
216	17
217	21
218	23
219	15
220	17
221	30
222	28
223	17
224	13
225	20
226	14
227	25
228	20
229	23
230	18
231	21
232	25
233	21
234	24
235	17
236	21
237	13
238	25
239	12
240	12
241	16
242	16
243	26
244	24
245	31
246	28
247	21
248	25
249	21
250	25
251	16
252	18
253	13
254	21
255	16
256	24
257	22
258	19
259	20
260	22
261	15
262	16
263	27
264	13
265	20
266	26
267	28
268	24
269	17
270	19
