Item name: Decay_10

Real time: 3830.26
Live time: 3597.54

Comment: 


Chan	Data
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	1
100	0
101	2
102	2
103	3
104	4
105	13
106	15
107	17
108	24
109	16
110	16
111	13
112	21
113	22
114	18
115	10
116	12
117	19
118	20
119	11
120	12
121	17
122	16
123	12
124	16
125	14
126	19
127	19
128	18
129	23
130	12
131	14
132	11
133	15
134	11
135	15
136	17
137	12
138	14
139	21
140	18
141	13
142	16
143	16
144	17
145	17
146	17
147	13
148	17
149	11
150	18
151	18
152	19
153	11
154	16
155	18
156	9
157	25
158	17
159	12
160	7
161	13
162	19
163	13
164	19
165	18
166	17
167	14
168	21
169	16
170	14
171	14
172	18
173	16
174	13
175	14
176	14
177	17
178	14
179	19
180	13
181	16
182	10
183	23
184	24
185	19
186	15
187	14
188	12
189	19
190	16
191	23
192	17
193	21
194	11
195	10
196	18
197	13
198	13
199	14
200	21
201	10
202	10
203	17
204	16
205	14
206	8
207	12
208	21
209	21
210	17
211	19
212	8
213	19
214	12
215	19
216	15
217	13
218	7
219	24
220	13
221	14
222	22
223	16
224	21
225	15
226	18
227	9
228	22
229	12
230	13
231	22
232	8
233	7
234	17
235	13
236	14
237	11
238	18
239	9
240	15
241	16
242	24
243	23
244	20
245	26
246	20
247	12
248	11
249	12
250	11
251	9
252	18
253	20
254	23
255	12
256	8
257	19
258	20
259	17
260	13
261	9
262	10
263	13
264	20
265	16
266	12
267	12
268	12
269	11
270	15
