Item name: Decay

Real time: 4914.14
Live time: 4683.04

Comment: 


Chan	Data
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	1
104	4
105	5
106	19
107	15
108	18
109	14
110	15
111	13
112	17
113	11
114	16
115	17
116	17
117	18
118	14
119	19
120	12
121	15
122	15
123	10
124	7
125	15
126	15
127	15
128	11
129	12
130	14
131	16
132	14
133	12
134	13
135	16
136	15
137	11
138	15
139	19
140	14
141	16
142	10
143	9
144	15
145	21
146	17
147	11
148	15
149	9
150	12
151	12
152	9
153	15
154	16
155	13
156	11
157	20
158	11
159	12
160	11
161	13
162	15
163	10
164	12
165	20
166	11
167	25
168	15
169	8
170	15
171	12
172	18
173	8
174	16
175	13
176	10
177	9
178	23
179	12
180	23
181	10
182	17
183	14
184	18
185	16
186	18
187	15
188	11
189	11
190	15
191	16
192	10
193	16
194	18
195	15
196	9
197	15
198	12
199	16
200	14
201	19
202	14
203	19
204	16
205	16
206	11
207	12
208	16
209	20
210	10
211	12
212	17
213	19
214	14
215	12
216	18
217	17
218	13
219	10
220	11
221	8
222	15
223	18
224	17
225	12
226	12
227	12
228	9
229	13
230	13
231	8
232	13
233	14
234	13
235	15
236	12
237	14
238	20
239	19
240	9
241	15
242	9
243	12
244	16
245	8
246	12
247	9
248	16
249	15
250	20
251	12
252	7
253	11
254	19
255	16
256	20
257	14
258	12
259	12
260	12
261	13
262	20
263	17
264	17
265	16
266	15
267	12
268	8
269	12
270	16
271	15
