Item name: Decay

Real time: 3217.66
Live time: 2592.02

Comment: 


Chan	Data
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	2
102	1
103	2
104	5
105	13
106	15
107	20
108	19
109	24
110	24
111	26
112	18
113	23
114	19
115	20
116	13
117	24
118	18
119	27
120	15
121	25
122	22
123	15
124	12
125	19
126	7
127	23
128	16
129	19
130	12
131	20
132	19
133	15
134	17
135	21
136	25
137	23
138	22
139	21
140	12
141	23
142	10
143	16
144	11
145	9
146	18
147	19
148	16
149	14
150	21
151	16
152	17
153	20
154	11
155	27
156	17
157	17
158	27
159	15
160	11
161	20
162	21
163	18
164	13
165	22
166	16
167	21
168	23
169	20
170	11
171	21
172	12
173	14
174	25
175	11
176	18
177	19
178	25
179	26
180	22
181	24
182	21
183	23
184	16
185	13
186	14
187	12
188	23
189	18
190	16
191	21
192	17
193	9
194	28
195	19
196	15
197	20
198	16
199	23
200	15
201	18
202	19
203	22
204	16
205	18
206	19
207	16
208	19
209	20
210	23
211	16
212	17
213	17
214	27
215	23
216	18
217	17
218	17
219	16
220	19
221	16
222	23
223	21
224	21
225	17
226	18
227	22
228	22
229	18
230	13
231	22
232	21
233	18
234	22
235	13
236	26
237	20
238	20
239	20
240	15
241	13
242	10
243	17
244	16
245	24
246	22
247	25
248	22
249	13
250	22
251	15
252	19
253	15
254	14
255	12
256	14
257	25
258	24
259	12
260	14
261	13
262	22
263	21
264	14
265	20
266	20
267	19
268	20
269	15
270	18
271	22
