Item name: Decay_2

Real time: 2411.08
Live time: 2045.52

Comment: 


Chan	Data
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	1
101	1
102	2
103	7
104	8
105	14
106	16
107	29
108	20
109	23
110	20
111	23
112	26
113	21
114	21
115	28
116	25
117	13
118	22
119	26
120	23
121	27
122	22
123	20
124	15
125	18
126	20
127	16
128	27
129	13
130	24
131	21
132	24
133	19
134	26
135	21
136	18
137	18
138	25
139	25
140	32
141	30
142	11
143	29
144	26
145	19
146	17
147	16
148	24
149	15
150	21
151	27
152	26
153	25
154	21
155	20
156	21
157	21
158	25
159	23
160	15
161	18
162	23
163	29
164	18
165	23
166	29
167	18
168	21
169	29
170	21
171	18
172	22
173	22
174	17
175	23
176	23
177	20
178	26
179	17
180	30
181	26
182	16
183	20
184	24
185	25
186	33
187	24
188	31
189	25
190	24
191	20
192	16
193	19
194	24
195	23
196	20
197	20
198	17
199	20
200	21
201	23
202	22
203	18
204	22
205	17
206	27
207	18
208	22
209	23
210	16
211	24
212	10
213	24
214	20
215	26
216	19
217	24
218	18
219	16
220	22
221	20
222	20
223	21
224	22
225	27
226	20
227	29
228	20
229	19
230	30
231	21
232	20
233	18
234	18
235	19
236	23
237	25
238	24
239	15
240	19
241	23
242	30
243	28
244	30
245	17
246	19
247	20
248	17
249	11
250	23
251	19
252	24
253	33
254	26
255	24
256	23
257	18
258	18
259	25
260	25
261	20
262	20
263	24
264	23
265	19
266	20
267	18
268	25
269	11
270	26
