Item name: Decay_6

Real time: 2271.42
Live time: 1606.54

Comment: 


Chan	Data
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	1
101	3
102	0
103	4
104	6
105	13
106	22
107	23
108	18
109	13
110	30
111	15
112	14
113	15
114	17
115	16
116	20
117	20
118	20
119	15
120	15
121	14
122	24
123	21
124	29
125	17
126	28
127	18
128	12
129	25
130	23
131	23
132	24
133	22
134	17
135	17
136	23
137	19
138	23
139	21
140	15
141	11
142	18
143	18
144	14
145	17
146	18
147	15
148	21
149	19
150	29
151	21
152	18
153	20
154	17
155	12
156	25
157	19
158	20
159	18
160	20
161	12
162	14
163	14
164	19
165	17
166	15
167	16
168	14
169	23
170	14
171	17
172	14
173	19
174	21
175	18
176	20
177	15
178	23
179	11
180	16
181	25
182	14
183	21
184	23
185	20
186	20
187	16
188	21
189	17
190	19
191	20
192	20
193	20
194	20
195	16
196	23
197	19
198	21
199	22
200	19
201	25
202	19
203	11
204	24
205	24
206	14
207	21
208	23
209	21
210	25
211	21
212	23
213	21
214	16
215	29
216	21
217	12
218	14
219	11
220	19
221	19
222	20
223	20
224	16
225	16
226	20
227	15
228	19
229	21
230	23
231	10
232	20
233	17
234	16
235	23
236	17
237	18
238	20
239	16
240	12
241	24
242	26
243	13
244	19
245	24
246	14
247	15
248	19
249	15
250	13
251	24
252	19
253	12
254	15
255	22
256	17
257	18
258	21
259	14
260	22
261	16
262	24
263	18
264	23
265	19
266	18
267	19
268	15
269	22
270	17
