Item name: c12

Real time: 4701.82
Live time: 189.8

Comment: 


Chan	Data
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	1
101	1
102	1
103	2
104	2
105	5
106	17
107	23
108	21
109	15
110	14
111	15
112	13
113	13
114	17
115	17
116	9
117	9
118	11
119	11
120	14
121	14
122	15
123	15
124	17
125	18
126	17
127	10
128	15
129	12
130	15
131	19
132	16
133	12
134	12
135	15
136	9
137	9
138	13
139	20
140	16
141	17
142	10
143	12
144	8
145	17
146	13
147	12
148	9
149	9
150	16
151	12
152	9
153	17
154	17
155	11
156	15
157	14
158	13
159	12
160	11
161	17
162	15
163	20
164	16
165	6
166	20
167	7
168	8
169	13
170	14
171	6
172	7
173	10
174	14
175	19
176	9
177	14
178	14
179	16
180	15
181	4
182	13
183	10
184	9
185	7
186	15
187	17
188	15
189	17
190	13
191	14
192	11
193	8
194	9
195	12
196	9
197	16
198	11
199	20
200	17
201	22
202	15
203	14
204	11
205	10
206	9
207	14
208	9
209	11
210	13
211	8
212	14
213	12
214	10
215	13
216	16
217	8
218	15
219	19
220	15
221	15
222	12
223	17
224	14
225	11
226	14
227	16
228	12
229	19
230	7
231	8
232	12
233	10
234	20
235	17
236	15
237	12
238	12
239	5
240	13
241	6
242	12
243	14
244	17
245	20
246	14
247	11
248	6
249	13
250	18
251	10
252	20
253	12
254	11
255	11
256	12
257	26
258	13
259	12
260	15
261	5
262	16
263	16
264	18
265	17
266	10
267	11
268	11
269	10
270	15
271	14
