Item name: Decay_9

Real time: 4090.58
Live time: 2688.92

Comment: 


Chan	Data
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	3
103	5
104	8
105	5
106	19
107	19
108	21
109	11
110	20
111	17
112	16
113	13
114	21
115	15
116	24
117	13
118	14
119	15
120	20
121	23
122	22
123	16
124	15
125	11
126	21
127	15
128	21
129	24
130	12
131	11
132	13
133	12
134	23
135	19
136	22
137	15
138	13
139	14
140	14
141	19
142	17
143	19
144	17
145	19
146	16
147	13
148	28
149	18
150	24
151	12
152	19
153	14
154	17
155	15
156	18
157	14
158	15
159	20
160	16
161	15
162	17
163	16
164	19
165	22
166	16
167	11
168	10
169	14
170	20
171	23
172	21
173	20
174	24
175	16
176	14
177	20
178	17
179	12
180	20
181	17
182	17
183	15
184	13
185	15
186	15
187	14
188	8
189	19
190	18
191	16
192	22
193	17
194	10
195	8
196	15
197	18
198	18
199	15
200	16
201	15
202	18
203	18
204	17
205	24
206	14
207	16
208	13
209	16
210	10
211	13
212	18
213	17
214	19
215	16
216	20
217	16
218	27
219	18
220	10
221	22
222	21
223	17
224	17
225	14
226	16
227	15
228	21
229	10
230	16
231	14
232	13
233	16
234	12
235	16
236	15
237	13
238	22
239	14
240	15
241	14
242	16
243	19
244	14
245	22
246	13
247	17
248	27
249	15
250	15
251	15
252	20
253	13
254	30
255	22
256	24
257	17
258	18
259	15
260	17
261	13
262	22
263	14
264	10
265	17
266	21
267	24
268	19
269	20
270	16
