Item name: Decay

Real time: 1988.32
Live time: 1595.96

Comment: 


Chan	Data
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	1
100	2
101	2
102	3
103	8
104	10
105	12
106	19
107	30
108	31
109	18
110	12
111	21
112	39
113	14
114	31
115	23
116	28
117	24
118	17
119	15
120	11
121	19
122	18
123	27
124	27
125	20
126	25
127	31
128	20
129	18
130	27
131	28
132	19
133	26
134	20
135	22
136	30
137	21
138	32
139	10
140	33
141	20
142	18
143	18
144	28
145	19
146	24
147	17
148	26
149	18
150	18
151	27
152	18
153	22
154	8
155	28
156	24
157	23
158	22
159	30
160	23
161	17
162	20
163	24
164	13
165	23
166	21
167	18
168	31
169	23
170	20
171	18
172	30
173	19
174	26
175	19
176	27
177	24
178	20
179	19
180	19
181	17
182	17
183	14
184	25
185	26
186	23
187	18
188	21
189	27
190	25
191	30
192	25
193	27
194	22
195	21
196	32
197	19
198	26
199	29
200	26
201	20
202	24
203	23
204	30
205	23
206	16
207	20
208	24
209	34
210	21
211	24
212	17
213	21
214	22
215	26
216	21
217	23
218	24
219	26
220	22
221	16
222	22
223	22
224	20
225	17
226	25
227	16
228	26
229	27
230	12
231	25
232	17
233	19
234	20
235	18
236	26
237	18
238	22
239	24
240	18
241	13
242	16
243	23
244	19
245	21
246	20
247	12
248	25
249	23
250	26
251	28
252	22
253	28
254	17
255	22
256	27
257	24
258	19
259	17
260	22
261	19
262	23
263	25
264	20
265	22
266	15
267	20
268	21
269	20
270	20
271	18
