Item name: Decay_3

Real time: 2309.48
Live time: 1956.88

Comment: 


Chan	Data
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	1
102	3
103	7
104	11
105	24
106	23
107	21
108	24
109	14
110	23
111	23
112	27
113	19
114	19
115	19
116	19
117	15
118	23
119	24
120	24
121	17
122	23
123	18
124	18
125	16
126	17
127	28
128	27
129	20
130	27
131	17
132	26
133	17
134	19
135	20
136	13
137	21
138	16
139	20
140	20
141	24
142	21
143	13
144	26
145	11
146	16
147	31
148	21
149	18
150	24
151	20
152	21
153	28
154	19
155	11
156	21
157	13
158	19
159	24
160	26
161	17
162	21
163	25
164	26
165	19
166	15
167	29
168	17
169	13
170	25
171	27
172	17
173	26
174	18
175	15
176	18
177	28
178	20
179	21
180	25
181	19
182	21
183	17
184	21
185	29
186	27
187	18
188	21
189	15
190	13
191	24
192	16
193	30
194	21
195	31
196	21
197	29
198	27
199	14
200	28
201	26
202	18
203	23
204	19
205	19
206	19
207	16
208	14
209	13
210	21
211	25
212	16
213	24
214	19
215	23
216	21
217	22
218	19
219	17
220	23
221	21
222	24
223	23
224	27
225	24
226	14
227	26
228	17
229	16
230	12
231	20
232	27
233	21
234	25
235	24
236	22
237	17
238	18
239	24
240	21
241	16
242	19
243	23
244	23
245	16
246	24
247	19
248	20
249	18
250	24
251	19
252	15
253	25
254	18
255	17
256	14
257	22
258	31
259	22
260	19
261	15
262	16
263	17
264	19
265	21
266	17
267	22
268	10
269	19
270	18
