Item name: Decay_5

Real time: 3460.56
Live time: 3132.08

Comment: 


Chan	Data
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	1
102	2
103	1
104	7
105	17
106	18
107	14
108	30
109	24
110	22
111	20
112	20
113	22
114	20
115	13
116	23
117	13
118	20
119	23
120	17
121	22
122	18
123	10
124	26
125	27
126	20
127	19
128	26
129	13
130	24
131	24
132	14
133	18
134	23
135	17
136	21
137	20
138	18
139	17
140	23
141	16
142	16
143	16
144	17
145	24
146	17
147	13
148	18
149	20
150	27
151	21
152	13
153	16
154	22
155	17
156	26
157	20
158	22
159	18
160	20
161	18
162	24
163	18
164	21
165	35
166	19
167	20
168	24
169	19
170	27
171	17
172	24
173	26
174	20
175	18
176	13
177	21
178	19
179	18
180	17
181	23
182	24
183	26
184	18
185	23
186	17
187	22
188	15
189	16
190	27
191	27
192	17
193	29
194	25
195	23
196	21
197	11
198	17
199	24
200	20
201	39
202	22
203	16
204	12
205	21
206	12
207	30
208	22
209	19
210	24
211	15
212	22
213	17
214	19
215	24
216	18
217	22
218	16
219	22
220	19
221	17
222	31
223	17
224	19
225	20
226	16
227	17
228	20
229	22
230	22
231	16
232	22
233	27
234	20
235	22
236	14
237	14
238	17
239	20
240	23
241	25
242	15
243	18
244	22
245	19
246	27
247	14
248	11
249	20
250	20
251	24
252	20
253	27
254	20
255	22
256	12
257	21
258	17
259	22
260	15
261	28
262	17
263	20
264	19
265	17
266	17
267	23
268	24
269	23
270	27
