3.266014999999999890e-02 3.212153591673315134e+01 2.624115014433245019e+00
3.737395999999999774e-02 3.944344303817978670e+01 1.338919075242780643e+00
4.208776999999999657e-02 3.972547833919770000e+01 7.479839914117739630e-01
4.680158000000000235e-02 3.866929368973173808e+01 5.113132627445383660e-01
5.151539000000000118e-02 3.644897770067723997e+01 3.965636542332054426e-01
5.622921000000000169e-02 3.529442450807903242e+01 3.265627621301501748e-01
6.094302000000000052e-02 3.412490158001076423e+01 2.767989867578243834e-01
6.565682999999999936e-02 3.289232516777440196e+01 2.427027427238004076e-01
7.037063999999999819e-02 3.241497065252796261e+01 2.156837067511707950e-01
7.508444999999999703e-02 3.173034410020844120e+01 1.925694921436192086e-01
7.979825999999999586e-02 3.130768285444355570e+01 1.746189290131390237e-01
8.451208000000000331e-02 3.098894318803748149e+01 1.604796005634111788e-01
8.922589000000000214e-02 3.052620058085744503e+01 1.481591831930102188e-01
9.393970000000000098e-02 2.993090472309096128e+01 1.372554199792337948e-01
9.865350999999999981e-02 2.963058912399003120e+01 1.284735727759044044e-01
1.033672999999999953e-01 2.924915124104113318e+01 1.213672150456507892e-01
1.080810999999999994e-01 2.879261007753452262e+01 1.152962671938242006e-01
1.127949000000000035e-01 2.852093374885963684e+01 1.093631298163796478e-01
1.175087999999999966e-01 2.827162856593697882e+01 1.045539459481247963e-01
1.222226000000000007e-01 2.796312264741332854e+01 1.004316524484957646e-01
1.269364000000000048e-01 2.754613578691025566e+01 9.667512079137295655e-02
1.316501999999999950e-01 2.729337936164323608e+01 9.295176888820028127e-02
1.363640000000000130e-01 2.693675118468206975e+01 8.981567365182385743e-02
1.410778000000000032e-01 2.639180961281607196e+01 8.681486094764047368e-02
1.457915999999999934e-01 2.621363208431061409e+01 8.424624056120350035e-02
1.505054000000000114e-01 2.592797328300106585e+01 8.181466074973214875e-02
1.552193000000000045e-01 2.556385918425857540e+01 7.973607174106946138e-02
1.599330999999999947e-01 2.532088662724788719e+01 7.774038012922451779e-02
1.646469000000000127e-01 2.500315981593695724e+01 7.582518478652952587e-02
1.693607000000000029e-01 2.473222315741456612e+01 7.391269192388753850e-02
1.740744999999999931e-01 2.441680471087439130e+01 7.220846548827364320e-02
1.787883000000000111e-01 2.407923654401230351e+01 7.064717823879067271e-02
1.835021000000000013e-01 2.380276970289288840e+01 6.919490931663906108e-02
1.882158999999999915e-01 2.344214246090698239e+01 6.768046949516680344e-02
1.929297000000000095e-01 2.313080477619230635e+01 6.631561047283493493e-02
1.976436000000000026e-01 2.287610467455043661e+01 6.512178467036203178e-02
2.023573999999999928e-01 2.244534215516678799e+01 6.388695228717282404e-02
2.070712000000000108e-01 2.212617368777693727e+01 6.266095032819801736e-02
2.117850000000000010e-01 2.181263819227260470e+01 6.148452766464750779e-02
2.164987999999999913e-01 2.156286727032835060e+01 6.049693178875437116e-02
2.212126000000000092e-01 2.121454144204453129e+01 5.950442109601008361e-02
2.259263999999999994e-01 2.092976911731169665e+01 5.855028013318230168e-02
2.306401999999999897e-01 2.066411611626922351e+01 5.759417573083522313e-02
2.353540000000000076e-01 2.030030215728431031e+01 5.670145903221842504e-02
2.400679000000000007e-01 1.992619796439278446e+01 5.582169101356686952e-02
2.447816999999999910e-01 1.966434327697421836e+01 5.503262803300729838e-02
2.494955000000000089e-01 1.933143388894312409e+01 5.416662915603020351e-02
2.542093000000000269e-01 1.895364312174224253e+01 5.338292852740778027e-02
2.589231000000000171e-01 1.860441288246028790e+01 5.263195349577148852e-02
2.636369000000000073e-01 1.837682126824344664e+01 5.196638390217705322e-02
2.683506999999999976e-01 1.807438111578055029e+01 5.118756688694959395e-02
2.730644999999999878e-01 1.772531936490100790e+01 5.050155976535234542e-02
2.777783999999999809e-01 1.745526908391972754e+01 4.990167089119729171e-02
2.824922000000000266e-01 1.715070292872035296e+01 4.930381086976089872e-02
2.872060000000000168e-01 1.692748957030227785e+01 4.865571658690881485e-02
2.919198000000000071e-01 1.649985637167712937e+01 4.796635106643309943e-02
2.966335999999999973e-01 1.614878152739773043e+01 4.734727191801824803e-02
3.013473999999999875e-01 1.585507747980192050e+01 4.677381130249081559e-02
3.060611999999999777e-01 1.555167921699892730e+01 4.617094267405028735e-02
3.107750000000000234e-01 1.534903709880769362e+01 4.566913148221277141e-02
3.154888000000000137e-01 1.500749355942139118e+01 4.512405096749527722e-02
3.202027000000000068e-01 1.464736025491920479e+01 4.458252701500625692e-02
